,passes_per90,pass_success_rate,dribble_success_rate,shots_per90,total_pxt_per90,final_third_actions_per90,opponent_box_actions_per90,between_lines_receptions_per90,wide_availability_per90,box_availability_per90,hold_up_actions_per90,interceptions_per90,loose_ball_regains_per90,ground_duels_per90,clearances_per90,blocks_per90,high_pressure_actions_per90
102,-0.618264565114264,0.2873806570332556,0.7506168837278407,-0.7032121575884003,-0.827332920859908,-1.3306347860674554,-0.8769108451884277,1.3651394110659683,-0.8747757017507857,-0.5155051284414176,0.04431422917974651,0.12922216841272158,-1.2159464373025173,0.4197801135412069,-0.636186467490896,-0.4133077377400406,0.03035436879925506
105,-0.19848065552223043,0.776369072248359,0.05075115574792981,-0.7032121575884003,-0.8902755382963076,-0.8885241027231421,-0.8769108451884277,-0.5996444604816855,0.3707994998892168,-0.5155051284414176,1.1187576505471453,0.4654991512370775,-0.4331833765861314,1.6850731873891518,1.7102273982385354,2.255260425955748,1.2365130089679788
107,-0.09979879656268162,-0.27683674513801687,0.7506168837278407,-0.7032121575884003,-1.0485992675928884,-1.1922844095681238,-0.8769108451884277,-0.712049227660112,-0.34948540571250447,-0.5155051284414176,0.19538289953858148,0.8633784602507726,-0.06566453977292204,0.25969226397253603,0.37648571336547687,3.1867756458533325,0.8979626737124596
109,0.04680468303871341,-1.1017614986573947,-0.036732060249558704,-0.7032121575884003,-0.08939816735701918,-0.004302736034515309,-0.3257646194991246,1.483264463993021,0.12617011636029662,-0.5155051284414176,1.1187576505471453,-0.7571123069876102,-0.4331833765861314,-1.0922690282403074,-0.5010304008213099,-1.097880438907952,-0.5816583259024717
110,-0.0841085888351851,1.4722372015929286,0.7506168837278407,-0.7032121575884003,-0.8592171744206353,-1.124324571659305,-0.8769108451884277,0.684749223510941,-0.8747757017507857,-0.5155051284414176,0.6863043288452274,0.6284355699169466,-0.13558464621994554,-0.3362444573495502,0.5676732652098289,1.6404103657636935,1.2181796462310648
112,-0.43230900422540836,0.546256876853016,-1.768899736999837,0.5518321586444229,0.1826718746738828,-0.3032238327754115,0.3456673153468562,2.0640439778440243,-0.7937793553689414,-0.5155051284414176,2.829328899676988,0.4396176514362323,0.20028315998555535,0.27680419846587834,2.8126632298292993,-1.097880438907952,2.0182788281182455
113,-1.3431455688066352,0.5028091196804696,0.7506168837278407,-0.7032121575884003,-0.9823478617849674,-1.2043174479690801,-0.8769108451884277,-0.5996444604816855,-0.48540334246200356,-0.5155051284414176,-0.4535247632517615,-0.7571123069876102,-1.425391343779385,-0.16648828969715426,-0.5010304008213099,-1.097880438907952,-0.7028697482271686
114,-0.15949908870089066,0.22333435732732757,0.7506168837278407,-0.7032121575884003,-1.0405646437526714,-1.1922844095681238,-0.8769108451884277,-1.0162262453766269,-0.7960401941463183,-0.5155051284414176,-0.09162687439937792,-0.029340138289518185,0.6588195144003127,1.6116535561853793,1.9910877605722122,1.3504944666699248,0.10141425840713465
118,0.07930207985194501,-0.5856715336949238,0.3162174663610002,-0.7032121575884003,-0.5166567729844389,-0.3160653584056901,-0.07204600791204795,-1.0162262453766269,1.0794899172756993,0.9959308674663815,-0.3786366483373372,1.7560970587910631,0.9003141991247242,0.25969226397253603,-0.16171496903676819,0.1263070138809863,0.8979626737124596
119,-1.0368682624211822,-1.4052715494805619,0.7506168837278407,-0.7032121575884003,-0.9687980748090935,-1.3306347860674554,-0.8769108451884277,0.5239088662336986,-0.7937793553689414,-0.5155051284414176,1.6667589368689297,-1.368418036099954,-0.2888194632217842,-1.0922690282403074,-0.14809082924136724,1.3814838383632642,0.4050179818926663
122,1.5018109361330994,0.38172520624878026,0.45067442887930725,-0.7032121575884003,-0.5089432255823323,-0.7053278212698965,-0.6820300231856441,-0.8689263149993869,-0.3691693892899574,-0.5155051284414176,-0.961692834402679,1.2254147603147487,2.4539126579589867,-0.4375719518120279,0.3256492058824127,-1.097880438907952,0.6150598362901694
